time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-09-10T12:06:33.370Z,35.8766667,-117.7013333,7.57,0.42,ml,11,90,0.08224,0.08,ci,ci38823983,2019-09-10T12:10:13.315Z,"20km ESE of Little Lake, CA",earthquake,0.29,0.63,0.014,4,automatic,ci,ci
2019-09-10T12:04:37.784Z,60.1555,-141.3249,1.5,1.3,ml,,,,1.31,ak,ak019bmm4xz6,2019-09-10T20:02:02.652Z,"62km E of Cape Yakataga, Alaska",ice quake,,1,,,automatic,ak,ak
2019-09-10T12:02:30.240Z,36.0731667,-117.8581667,1.6,0.93,ml,13,136,0.0444,0.13,ci,ci38823975,2019-09-10T12:06:07.165Z,"9km ENE of Coso Junction, CA",earthquake,0.29,0.32,0.259,13,automatic,ci,ci
2019-09-10T11:58:35.630Z,35.7381667,-117.5665,7.88,1.2,ml,17,111,0.08141,0.17,ci,ci38823967,2019-09-10T12:02:21.269Z,"15km WSW of Searles Valley, CA",earthquake,0.42,1.01,0.145,14,automatic,ci,ci
2019-09-10T11:55:07.710Z,35.7405,-117.5323333,12.98,1.15,ml,10,163,0.0919,0.19,ci,ci38823959,2019-09-10T11:58:47.984Z,"12km WSW of Searles Valley, CA",earthquake,0.7,1.19,0.204,12,automatic,ci,ci
2019-09-10T11:52:20.840Z,34.0385,-117.2731667,17.29,1.01,ml,23,55,0.09608,0.26,ci,ci38823951,2019-09-12T14:18:16.776Z,"2km SW of Loma Linda, CA",earthquake,0.45,1,0.345,23,reviewed,ci,ci
2019-09-10T11:51:25.920Z,35.6706667,-117.4893333,3.96,0.79,ml,19,52,0.05374,0.11,ci,ci38823943,2019-09-11T20:01:56.259Z,"13km SW of Searles Valley, CA",earthquake,0.18,0.45,0.086,9,reviewed,ci,ci
2019-09-10T11:50:54.320Z,35.6621667,-117.4925,4.11,0.61,ml,15,86,0.05612,0.14,ci,ci37426877,2019-09-11T20:13:56.519Z,"14km SW of Searles Valley, CA",earthquake,0.26,0.58,0.12,6,reviewed,ci,ci
2019-09-10T11:48:44.186Z,60.1007,-140.7218,6.2,0.9,ml,,,,0.64,ak,ak019bmlsydg,2019-09-10T11:51:37.968Z,"83km NW of Yakutat, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-09-10T11:43:41.140Z,35.7358333,-117.5981667,9.86,2.66,ml,38,48,0.07974,0.18,ci,ci38823935,2019-09-10T23:56:27.503Z,"15km NNE of Ridgecrest, CA",earthquake,0.23,0.56,0.199,26,automatic,ci,ci
2019-09-10T11:42:30.950Z,35.6988333,-117.5748333,1.85,0.92,ml,12,113,0.07677,0.12,ci,ci38823927,2019-09-10T11:46:11.184Z,"13km NE of Ridgecrest, CA",earthquake,0.29,0.39,0.105,9,automatic,ci,ci
2019-09-10T11:40:50.690Z,36.0750008,-117.8568344,1.65,1.58,ml,23,82,0.04252,0.12,ci,ci38823919,2019-09-10T11:44:26.175Z,"9km ENE of Coso Junction, CA",earthquake,0.22,0.33,0.278,6,automatic,ci,ci
2019-09-10T11:37:31.340Z,35.7841682,-117.5804977,2,1.48,ml,19,146,0.03441,0.2,ci,ci38823911,2019-09-10T11:41:10.160Z,"16km W of Searles Valley, CA",earthquake,1.07,0.46,0.062,6,automatic,ci,ci
2019-09-10T11:36:04.440Z,38.8305016,-122.7556686,0.15,0.66,md,5,178,0.01113,0.02,nc,nc73268525,2019-09-10T13:36:02.945Z,"3km WNW of Cobb, CA",earthquake,0.67,1.5,0.07,2,automatic,nc,nc
2019-09-10T11:33:20.521Z,58.1743,-155.4087,0,1.6,ml,,,,0.47,ak,ak019bmlposz,2019-09-11T17:01:41.060Z,"93km SE of King Salmon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-09-10T11:32:06.970Z,33.2703333,-116.8446667,10.41,1.36,ml,56,24,0.07972,0.2,ci,ci38823903,2019-09-10T14:07:54.890Z,"8km WNW of Lake Henshaw, CA",earthquake,0.21,0.56,0.124,26,reviewed,ci,ci
2019-09-10T11:30:49.498Z,39.4464,-116.5164,13.5,2,ml,4,223.82,0.801,0.1977,nn,nn00703322,2019-09-11T02:07:37.621Z,"47km E of Austin, Nevada",earthquake,,11.6,0,1,reviewed,nn,nn
2019-09-10T11:27:07.563Z,37.1154,-114.8138,12.3,1.9,ml,14,87,0.347,0.1135,nn,nn00703214,2019-09-11T02:07:16.867Z,"41km SE of Alamo, Nevada",earthquake,,2.6,0.58,10,reviewed,nn,nn
2019-09-10T11:25:27.108Z,60.1548,-141.3072,1.6,1.3,ml,,,,0.92,ak,ak019bmlnzl1,2019-09-10T20:02:02.234Z,"63km E of Cape Yakataga, Alaska",ice quake,,4.3,,,automatic,ak,ak
2019-09-10T11:21:41.260Z,35.8325,-117.6603333,2.51,1.33,ml,19,77,0.05372,0.18,ci,ci38823895,2019-09-10T11:25:30.031Z,"24km N of Ridgecrest, CA",earthquake,0.23,0.34,0.169,20,automatic,ci,ci
2019-09-10T11:19:57.670Z,33.8108333,-116.0096667,0.92,0.7,ml,25,137,0.1561,0.21,ci,ci38823887,2019-09-12T18:55:37.986Z,"21km NE of Coachella, CA",earthquake,0.32,0.53,0.087,7,reviewed,ci,ci
2019-09-10T11:18:27.140Z,35.7,-117.5698333,1.6,1.33,ml,21,96,0.07779,0.17,ci,ci38823879,2019-09-10T11:22:13.045Z,"13km NE of Ridgecrest, CA",earthquake,0.29,0.41,0.179,20,automatic,ci,ci
2019-09-10T11:10:00.450Z,35.6736667,-117.4778333,2.54,1.11,ml,18,101,0.04491,0.17,ci,ci38823871,2019-09-10T11:13:40.982Z,"12km SSW of Searles Valley, CA",earthquake,0.27,0.39,0.187,13,automatic,ci,ci
2019-09-10T11:01:52.160Z,33.8081667,-116.0141667,0.99,0.76,ml,17,134,0.1539,0.19,ci,ci38823863,2019-09-10T23:24:57.221Z,"20km NE of Coachella, CA",earthquake,0.36,0.69,0.089,12,reviewed,ci,ci
2019-09-10T11:01:03.774Z,51.4582,-178.6946,27.9,2.1,ml,,,,0.68,ak,ak019bmlit11,2019-09-10T20:02:01.579Z,"36km NE of Amatignak Island, Alaska",earthquake,,2.8,,,reviewed,ak,ak
2019-09-10T11:00:47.340Z,58.1796667,-155.3726667,1.68,-0.3,ml,10,107,0.03851,0.08,av,av70847524,2019-09-11T17:06:38.540Z,"94km SE of King Salmon, Alaska",earthquake,0.28,0.44,0.228,10,reviewed,av,av
2019-09-10T10:59:07.851Z,51.307,-178.6165,10,3.9,mb,,190,0.276,0.78,us,us70005eci,2019-09-13T11:02:59.292Z,"34km E of Amatignak Island, Alaska",earthquake,3.7,1.6,0.061,71,reviewed,us,us
2019-09-10T10:57:55.750Z,35.6313333,-117.4748333,8.66,1.76,ml,29,55,0.03483,0.15,ci,ci38823855,2019-09-10T11:08:33.520Z,"16km SSW of Searles Valley, CA",earthquake,0.24,0.43,0.185,26,automatic,ci,ci
2019-09-10T10:55:02.420Z,35.926,-117.6703333,7.86,0.57,ml,15,68,0.0272,0.13,ci,ci38823847,2019-09-10T10:58:45.655Z,"21km E of Little Lake, CA",earthquake,0.29,0.63,0.178,7,automatic,ci,ci
2019-09-10T10:54:48.060Z,19.1441669,-155.4654999,33.34,2.03,md,37,171,0.01163,0.17,hv,hv71134507,2019-09-10T10:58:17.710Z,"6km SSE of Pahala, Hawaii",earthquake,0.81,1.05,0.14,4,automatic,hv,hv
2019-09-10T10:54:42.948Z,65.3413,-144.0859,0,1.4,ml,,,,0.82,ak,ak019bml8sz1,2019-09-10T10:58:33.236Z,"31km ESE of Circle Hot Springs Station, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-09-10T10:54:21.467Z,60.653,-151.8507,60.8,0.6,ml,,,,0.63,ak,ak019bml8r85,2019-09-10T10:58:32.798Z,"30km W of Nikiski, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-09-10T10:53:53.874Z,52.0517,-173.8578,180.86,4.1,mb,,197,1.36,0.96,us,us70005e29,2019-09-10T11:31:21.040Z,"28km SE of Atka, Alaska",earthquake,12.1,13.3,0.057,85,reviewed,us,us
2019-09-10T10:51:18.800Z,35.8918333,-117.742,5.7,0.41,ml,11,64,0.0841,0.15,ci,ci38823839,2019-09-10T10:54:54.863Z,"16km ESE of Little Lake, CA",earthquake,0.35,1.23,0.089,4,automatic,ci,ci
2019-09-10T10:49:37.840Z,35.8401667,-117.6601667,2.73,0.7,ml,11,83,0.05645,0.14,ci,ci38823831,2019-09-10T10:53:18.854Z,"24km N of Ridgecrest, CA",earthquake,0.26,0.36,0.173,8,automatic,ci,ci
2019-09-10T10:49:09.990Z,46.4345,-122.3975,10.07,0.93,ml,17,146,,0.12,uw,uw61549927,2019-09-10T17:03:48.810Z,"16km SW of Morton, Washington",earthquake,0.47,1.1,0.216770081419867,11,reviewed,uw,uw
2019-09-10T10:47:35.060Z,32.8596667,-116.1803333,5.63,1.14,ml,25,78,0.09735,0.18,ci,ci38823823,2019-09-10T14:06:01.268Z,"22km NW of Ocotillo, CA",earthquake,0.32,1.89,0.143,16,reviewed,ci,ci
2019-09-10T10:46:14.780Z,35.8125,-117.6343333,8.98,1.11,ml,13,87,0.0301,0.18,ci,ci38823815,2019-09-10T10:49:58.829Z,"21km WNW of Searles Valley, CA",earthquake,0.42,0.78,0.094,14,automatic,ci,ci
2019-09-10T10:43:06.570Z,33.1948333,-115.5685,2.97,1.26,ml,17,89,0.04316,0.17,ci,ci38823807,2019-09-10T18:20:09.868Z,"7km SW of Niland, CA",earthquake,0.26,0.34,0.213,12,reviewed,ci,ci
2019-09-10T10:39:03.910Z,35.8258333,-117.6571667,4.7,0.78,ml,18,71,0.04952,0.14,ci,ci38823799,2019-09-10T23:44:01.716Z,"23km N of Ridgecrest, CA",earthquake,0.21,0.37,0.154,3,reviewed,ci,ci
2019-09-10T10:31:52.042Z,60.0115,-140.6296,2.3,1.4,ml,,,,0.46,ak,ak019bml3w78,2019-09-10T10:34:36.401Z,"72km NW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-09-10T10:30:16.960Z,35.894,-117.703,6.4,0.87,ml,13,90,0.06868,0.2,ci,ci38823791,2019-09-10T10:34:00.762Z,"19km ESE of Little Lake, CA",earthquake,0.41,1.17,0.223,9,automatic,ci,ci
2019-09-10T10:29:44.030Z,61.434,-149.7536,44.3,2,ml,,,,0.5,ak,ak019bml3g5f,2019-09-10T10:32:55.619Z,"11km SW of Knik-Fairview, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-09-10T10:23:34.550Z,35.6215,-117.4193333,5.19,1.62,ml,23,110,0.04367,0.17,ci,ci38823783,2019-09-10T10:34:19.020Z,"16km SSW of Trona, CA",earthquake,0.37,0.49,0.152,26,automatic,ci,ci
2019-09-10T10:19:35.220Z,35.5866667,-117.4501667,6.63,0.96,ml,12,130,0.00981,0.16,ci,ci38823775,2019-09-10T10:23:26.407Z,"20km SSW of Searles Valley, CA",earthquake,0.62,0.43,0.165,8,automatic,ci,ci
2019-09-10T10:15:10.660Z,18.216,-67.747,28,2.37,md,3,331,0.6624,0.2,pr,pr2019253009,2019-09-10T11:56:02.631Z,"54km WSW of Rincon, Puerto Rico",earthquake,2.51,12.43,0.26,3,reviewed,pr,pr
2019-09-10T10:14:12.940Z,35.9238333,-117.6906667,2.32,1.32,ml,18,55,0.04057,0.14,ci,ci38823767,2019-09-10T10:17:55.621Z,"20km E of Little Lake, CA",earthquake,0.2,0.3,0.093,17,automatic,ci,ci
2019-09-10T10:13:55.790Z,35.92,-117.6855,2.8,1.02,ml,14,68,0.03984,0.12,ci,ci38823759,2019-09-10T10:17:40.614Z,"20km E of Little Lake, CA",earthquake,0.24,0.34,0.15,9,automatic,ci,ci
2019-09-10T10:10:13.360Z,38.8146667,-122.8184967,0.89,0.55,md,7,103,0.01016,0.02,nc,nc73268515,2019-09-10T12:41:02.532Z,"7km NW of The Geysers, CA",earthquake,0.35,0.95,,1,automatic,nc,nc
2019-09-10T10:08:54.653Z,60.1913,-141.0838,9,0.6,ml,,,,0.29,ak,ak019bmkyxtx,2019-09-10T19:52:47.719Z,"76km E of Cape Yakataga, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-09-10T09:59:44.610Z,35.658,-117.5398333,1.33,0.82,ml,16,80,0.06978,0.18,ci,ci38823743,2019-09-10T10:03:19.503Z,"13km ENE of Ridgecrest, CA",earthquake,0.4,0.57,0.144,8,automatic,ci,ci
2019-09-10T09:56:45.680Z,58.1806667,-155.3503333,0.65,-0.57,ml,5,231,0.03169,0.03,av,av70847509,2019-09-11T16:49:59.120Z,"95km SE of King Salmon, Alaska",earthquake,0.61,0.77,0.125,5,reviewed,av,av
2019-09-10T09:55:28.500Z,32.7921667,-116.6448333,17.85,0.97,ml,17,100,0.1141,0.1,ci,ci38823735,2019-09-10T14:06:17.765Z,"11km WSW of Pine Valley, CA",earthquake,0.24,0.41,0.148,13,reviewed,ci,ci
2019-09-10T09:54:46.640Z,58.193,-155.3578333,1.76,0.14,ml,9,214,0.02321,0.15,av,av62084251,2019-09-11T16:46:57.180Z,"94km SE of King Salmon, Alaska",earthquake,0.89,0.55,0.244,9,reviewed,av,av
2019-09-10T09:54:24.949Z,69.1393,-144.4469,0,1.4,ml,,,,0.76,ak,ak019bmknby2,2019-09-10T09:59:27.119Z,"115km SSW of Kaktovik, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-09-10T09:53:00.812Z,-58.8379,-16.2865,10,5,mb,,66,14.001,0.6,us,us70005e1r,2019-09-10T10:16:53.040Z,"East of the South Sandwich Islands",earthquake,12,1.8,0.082,48,reviewed,us,us
2019-09-10T09:50:05.610Z,35.8066673,-117.7771683,5.17,1.22,ml,23,44,0.01017,0.11,ci,ci38823727,2019-09-10T09:53:46.445Z,"18km N of Inyokern, CA",earthquake,0.3,0.57,0.268,5,automatic,ci,ci
2019-09-10T09:47:39.642Z,44.1584,-71.4294,2.92,2.3,ml,,67,0.291,0.45,us,us70005e1l,2019-09-11T06:04:53.040Z,"17km ESE of Deerfield, New Hampshire",earthquake,1.5,5.7,0.091,16,reviewed,us,us
2019-09-10T09:46:12.188Z,38.3013,-115.7559,10.8,1.9,ml,19,134.58,0.657,0.2712,nn,nn00703206,2019-09-11T02:07:14.369Z,"54km SSW of Currant, Nevada",earthquake,,2.5,0.22,12,reviewed,nn,nn
2019-09-10T09:45:50.320Z,33.783,-116.103,4.23,0.8,ml,15,97,0.09966,0.17,ci,ci38823719,2019-09-10T09:49:22.783Z,"12km ENE of Indio, CA",earthquake,0.35,0.92,0.117,15,automatic,ci,ci
2019-09-10T09:45:13.690Z,36.8146667,-121.5261688,1.77,0.74,md,8,95,0.01861,0.07,nc,nc73268500,2019-09-10T11:46:03.218Z,"4km SSE of San Juan Bautista, CA",earthquake,0.39,1.06,0.34,5,automatic,nc,nc
2019-09-10T09:40:58.160Z,18.1708,-67.951,93,2.91,md,6,206,0.8573,0.35,pr,pr2019253008,2019-09-10T11:55:37.759Z,"66km SE of Punta Cana, Dominican Republic",earthquake,4.33,3.32,0.12,4,reviewed,pr,pr
2019-09-10T09:39:19.580Z,35.8296667,-117.6615,7.19,0.6,ml,7,108,0.05383,0.13,ci,ci38823711,2019-09-10T09:42:52.377Z,"23km N of Ridgecrest, CA",earthquake,0.55,1.03,0.158,5,automatic,ci,ci
2019-09-10T09:36:23.000Z,19.7595,-70.8235,24.2,3.5,ml,,116,0.342,0.69,us,us70005ef7,2019-09-10T23:58:27.516Z,"0km NE of Imbert, Dominican Republic",earthquake,3.8,7.1,0.081,20,reviewed,us,us
2019-09-10T09:35:49.570Z,35.7801667,-117.614,8.67,0.97,ml,11,105,0.03794,0.14,ci,ci38823703,2019-09-10T09:39:32.901Z,"19km NNE of Ridgecrest, CA",earthquake,0.4,0.68,0.167,10,automatic,ci,ci
2019-09-10T09:30:30.176Z,38.3394,-115.8504,2.3,1.4,ml,14,213.08,0.7,0.2177,nn,nn00703205,2019-09-11T02:07:10.873Z,"48km ENE of Warm Springs, Nevada",earthquake,,3.8,0.16,8,reviewed,nn,nn
2019-09-10T09:29:22.940Z,55.3107,161.973,43.43,4.3,mb,,102,3.011,0.59,us,us70005e1e,2019-09-10T12:57:12.040Z,"106km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,10.7,8.9,0.049,116,reviewed,us,us
2019-09-10T09:26:50.400Z,18.1141,-66.9646,20,1.79,md,4,158,0.136,0.24,pr,pr2019253007,2019-09-10T11:55:17.367Z,"4km N of Sabana Grande, Puerto Rico",earthquake,1.53,4.09,0.27,4,reviewed,pr,pr
2019-09-10T09:26:04.440Z,35.6686667,-117.4681667,8.38,0.99,ml,13,117,0.03639,0.19,ci,ci38823695,2019-09-10T09:29:36.754Z,"12km SSW of Searles Valley, CA",earthquake,0.45,0.72,0.213,8,automatic,ci,ci
2019-09-10T09:23:03.630Z,37.4595,-118.7553333,2.82,0.9,md,11,176,0.1807,0.04,nc,nc73268495,2019-09-10T16:54:02.616Z,"13km SSW of Toms Place, CA",earthquake,1.18,3.34,0.117,10,reviewed,nc,nc
2019-09-10T09:18:32.082Z,62.429,-147.6977,27.4,1.7,ml,,,,0.98,ak,ak019bmkfms5,2019-09-10T09:23:27.846Z,"92km NE of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-09-10T09:14:38.540Z,19.3404999,-155.1876678,-0.77,1.74,ml,51,77,0.04227,0.17,hv,hv71134412,2019-09-10T09:20:32.470Z,"11km SSE of Volcano, Hawaii",earthquake,0.37,0.19,0.06,3,automatic,hv,hv
2019-09-10T09:12:49.770Z,33.4196667,-116.6115,9.4,0.56,ml,28,92,0.07524,0.15,ci,ci38823679,2019-09-10T14:06:34.903Z,"15km N of Warner Springs, CA",earthquake,0.26,0.5,0.19,17,reviewed,ci,ci
2019-09-10T09:08:24.940Z,36.0878333,-117.8606667,1.98,1.88,ml,19,69,0.03006,0.15,ci,ci38823671,2019-09-10T09:12:14.642Z,"9km ENE of Coso Junction, CA",earthquake,0.26,0.32,0.178,25,automatic,ci,ci
2019-09-10T09:02:51.560Z,60.0391,-140.7226,0,1.3,ml,,,,1.17,ak,ak019bmkc8s2,2019-09-10T09:07:03.124Z,"78km NW of Yakutat, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-09-10T08:59:10.030Z,34.3431667,-116.4733333,7.58,1.4,ml,26,67,0.09112,0.24,ci,ci38823655,2019-09-10T14:06:36.290Z,"26km N of Yucca Valley, CA",earthquake,0.38,0.94,0.188,27,reviewed,ci,ci
2019-09-10T08:57:57.180Z,38.7993317,-122.821167,2.51,1.09,md,22,63,0.0114,0.03,nc,nc73268490,2019-09-10T09:19:02.343Z,"6km WNW of The Geysers, CA",earthquake,0.24,0.46,0.17,6,automatic,nc,nc
2019-09-10T08:57:21.179Z,61.8034,-150.0439,20.4,1.8,ml,,,,0.57,ak,ak019bmk2jae,2019-09-10T09:01:10.765Z,"6km N of Willow, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-09-10T08:55:23.160Z,38.7998352,-122.8193359,1.92,1.45,md,30,64,0.01185,0.05,nc,nc73268485,2019-09-10T11:19:03.058Z,"6km WNW of The Geysers, CA",earthquake,0.2,0.3,0.14,9,automatic,nc,nc
2019-09-10T08:48:18.370Z,33.789,-116.1005,3.74,0.58,ml,14,99,0.149,0.24,ci,ci38823647,2019-09-10T08:52:01.519Z,"13km NE of Indio, CA",earthquake,0.53,2.36,0.075,9,automatic,ci,ci
2019-09-10T08:43:30.170Z,33.7811667,-116.109,1.94,0.66,ml,11,95,0.1536,0.13,ci,ci38823639,2019-09-10T14:06:59.114Z,"12km NE of Indio, CA",earthquake,0.3,0.58,0.086,11,reviewed,ci,ci
2019-09-10T08:43:27.970Z,36.0738333,-117.8623333,1.52,1.11,ml,16,136,0.04407,0.13,ci,ci38823631,2019-09-10T08:46:59.487Z,"8km ENE of Coso Junction, CA",earthquake,0.24,0.3,0.215,17,automatic,ci,ci
2019-09-10T08:41:36.760Z,35.6356667,-117.4545,3.23,0.93,ml,16,68,0.03865,0.21,ci,ci38823623,2019-09-10T08:45:12.646Z,"15km SSW of Searles Valley, CA",earthquake,0.36,0.37,0.126,9,automatic,ci,ci
2019-09-10T08:39:43.398Z,63.298,-151.0208,17.2,1.6,ml,,,,0.96,ak,ak019bmjyq12,2019-09-10T08:45:46.359Z,"104km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-09-10T08:38:55.030Z,35.7105,-118.0768333,7.01,1.07,ml,18,91,0.1356,0.13,ci,ci38823615,2019-09-10T14:07:13.115Z,"25km WNW of Inyokern, CA",earthquake,0.32,0.82,0.16,13,reviewed,ci,ci
2019-09-10T08:37:56.760Z,35.8951667,-117.69,2.27,1.48,ml,24,72,0.06167,0.18,ci,ci38823607,2019-09-10T08:41:40.423Z,"20km ESE of Little Lake, CA",earthquake,0.24,0.36,0.174,23,automatic,ci,ci
2019-09-10T08:36:24.600Z,38.8354988,-122.791832,2.43,0.65,md,12,74,0.00313,0.02,nc,nc73268480,2019-09-10T10:52:01.903Z,"6km WNW of Cobb, CA",earthquake,0.33,0.9,0.09,2,automatic,nc,nc
2019-09-10T08:34:32.120Z,33.6496667,-116.6798333,15.8,0.25,ml,15,114,0.06769,0.12,ci,ci38823599,2019-09-10T08:38:07.401Z,"10km N of Anza, CA",earthquake,0.45,0.55,0.09,3,automatic,ci,ci
2019-09-10T08:32:54.810Z,56.9553333,-158.2048333,17.25,-0.71,ml,4,150,0.01226,0.16,av,av70847519,2019-09-11T16:57:33.030Z,"85km NNE of Chignik Lake, Alaska",earthquake,2.29,0.94,0.168,4,reviewed,av,av
2019-09-10T08:31:26.470Z,35.9210014,-117.708168,2.69,0.91,ml,15,59,0.05404,0.1,ci,ci38823591,2019-09-10T08:35:11.385Z,"18km E of Little Lake, CA",earthquake,0.37,0.53,0.211,4,automatic,ci,ci
2019-09-10T08:25:20.720Z,33.7846667,-116.0961667,4.44,0.42,ml,10,139,0.1346,0.2,ci,ci38823575,2019-09-10T14:07:29.116Z,"13km ENE of Indio, CA",earthquake,0.56,1.83,0.087,6,reviewed,ci,ci
2019-09-10T08:25:05.290Z,37.6538333,-119.3771667,12.63,1.41,md,15,81,0.2374,0.2,nc,nc73268475,2019-09-13T02:42:02.809Z,"20km ESE of Yosemite Valley, CA",earthquake,0.55,2.61,0.274,15,reviewed,nc,nc
2019-09-10T08:24:09.060Z,19.2326667,-155.4125,32.26,3.48,ml,73,134,0.01497,0.13,hv,hv71134367,2019-09-11T01:26:43.252Z,"7km ENE of Pahala, Hawaii",earthquake,0.35,0.44,0.135,50,reviewed,hv,hv
2019-09-10T08:23:12.800Z,38.8243332,-122.8119965,3.28,0.75,md,9,159,0.00177,0.02,nc,nc73268470,2019-09-10T10:24:03.733Z,"7km NW of The Geysers, CA",earthquake,0.59,1.35,0.15,2,automatic,nc,nc
2019-09-10T08:20:42.930Z,35.6845,-117.4271667,3.51,1.06,ml,20,71,0.01955,0.16,ci,ci38823567,2019-09-10T08:24:27.327Z,"10km SSW of Searles Valley, CA",earthquake,0.32,0.67,0.187,10,automatic,ci,ci
2019-09-10T08:18:38.838Z,60.2732,-139.8284,5,1,ml,,,,0.47,ak,ak019bmju72z,2019-09-10T19:43:34.994Z,"81km N of Yakutat, Alaska",earthquake,,0,,,reviewed,ak,ak
2019-09-10T08:17:28.930Z,35.8763333,-117.7116667,1.19,1.13,ml,16,67,0.08027,0.18,ci,ci38823559,2019-09-10T08:21:11.306Z,"19km ESE of Little Lake, CA",earthquake,0.27,0.46,0.161,14,automatic,ci,ci
2019-09-10T08:16:36.050Z,36.0878333,-117.8591667,1.44,1.73,ml,25,55,0.02989,0.18,ci,ci38823551,2019-09-10T08:20:27.303Z,"9km ENE of Coso Junction, CA",earthquake,0.29,0.37,0.153,25,automatic,ci,ci
2019-09-10T08:04:44.810Z,58.1828333,-155.369,2.67,0.28,ml,8,229,0.03481,0.07,av,av62084201,2019-09-11T01:27:26.200Z,"94km SE of King Salmon, Alaska",earthquake,0.78,0.33,0.26,9,reviewed,av,av
2019-09-10T08:04:25.250Z,35.9273333,-117.6856667,4.07,1.13,ml,28,38,0.03523,0.15,ci,ci38823543,2019-09-10T17:47:32.435Z,"20km E of Little Lake, CA",earthquake,0.16,0.35,0.132,15,reviewed,ci,ci
2019-09-10T07:54:57.662Z,61.1438,-140.5484,1,0.8,ml,,,,0.33,ak,ak019bmjgj8v,2019-09-10T08:01:04.763Z,"158km NE of Cape Yakataga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-09-10T07:46:21.750Z,37.5148333,-121.8283333,9.8,1.04,md,18,64,0.05347,0.06,nc,nc73268465,2019-09-13T01:16:05.851Z,"11km SSE of Sunol, CA",earthquake,0.31,0.44,0.257,20,reviewed,nc,nc
2019-09-10T07:45:38.700Z,58.1846667,-155.3786667,2.76,0.08,ml,8,228,0.03691,0.1,av,av62084176,2019-09-11T01:20:21.080Z,"93km SE of King Salmon, Alaska",earthquake,0.87,0.35,0.212,9,reviewed,av,av
2019-09-10T07:45:35.480Z,35.7141667,-117.5763333,6.41,1.1,ml,18,100,0.09212,0.19,ci,ci38823511,2019-09-10T07:49:11.037Z,"14km NE of Ridgecrest, CA",earthquake,0.34,1.12,0.154,12,automatic,ci,ci
2019-09-10T07:44:20.660Z,39.5631667,-111.1606667,1.57,1.34,ml,14,69,0.08382,0.2,uu,uu60339982,2019-09-10T15:01:20.930Z,"24km ESE of Fairview, Utah",earthquake,0.49,31.61,0.1,3,reviewed,uu,uu
2019-09-10T07:40:57.340Z,58.1838333,-155.3763333,2.03,-0.44,ml,7,228,0.03662,0.04,av,av70847424,2019-09-11T01:22:22.630Z,"93km SE of King Salmon, Alaska",earthquake,0.72,0.38,0.088,7,reviewed,av,av
2019-09-10T07:38:07.890Z,38.8081665,-122.8128357,0.61,0.55,md,7,100,0.01279,0.03,nc,nc73268455,2019-09-10T09:57:03.574Z,"6km NW of The Geysers, CA",earthquake,0.36,0.99,,1,automatic,nc,nc
2019-09-10T07:37:14.305Z,39.3615,-120.019,8.7,0.7,ml,10,78.4,0.175,0.1464,nn,nn00703317,2019-09-11T02:07:34.215Z,"12km NNW of Incline Village, Nevada",earthquake,,4,0.29,5,reviewed,nn,nn
2019-09-10T07:29:01.120Z,33.7811667,-116.105,3.05,0.95,ml,28,96,0.09828,0.18,ci,ci38823503,2019-09-10T14:09:04.790Z,"12km ENE of Indio, CA",earthquake,0.27,0.62,0.113,28,reviewed,ci,ci
2019-09-10T07:28:26.750Z,36.0841667,-117.8693333,1.52,0.93,ml,14,153,0.03534,0.12,ci,ci38823495,2019-09-10T07:32:02.609Z,"8km ENE of Coso Junction, CA",earthquake,0.41,0.43,0.374,9,automatic,ci,ci
2019-09-10T07:25:10.280Z,35.9236679,-117.6845016,11.16,1.08,ml,11,112,0.03676,0.14,ci,ci38823487,2019-09-10T07:28:49.957Z,"20km E of Little Lake, CA",earthquake,0.66,1.39,0.341,6,automatic,ci,ci
2019-09-10T07:16:12.860Z,38.8023338,-122.8241653,3.18,0.78,md,12,78,0.00761,0.03,nc,nc73268450,2019-09-10T09:30:03.412Z,"6km WNW of The Geysers, CA",earthquake,0.4,1.15,0.14,2,automatic,nc,nc
2019-09-10T07:15:12.440Z,53.8786667,-166.9361667,6.05,-0.72,ml,6,196,0.07066,0.11,av,av70847429,2019-09-11T01:24:54.430Z,"25km W of Dutch Harbor, Alaska",earthquake,0.59,0.99,0.142,3,reviewed,av,av
